SCHEMBL_ID	InChIKey	PUBCHEM_CID	CHEMBL_ID
SCHEMBL19795	NFGXHKASABOEEW-LDRANXPESA-N	5366546	CHEMBL291057
SCHEMBL19796	XQVWYOYUZDUNRW-UHFFFAOYSA-N	7013	CHEMBL170408
SCHEMBL19807	ZWRUINPWMLAQRD-UHFFFAOYSA-N	8914	CHEMBL24563
SCHEMBL19814	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	5281708	CHEMBL8145
SCHEMBL19824	GLZPCOQZEFWAFX-JXMROGBWSA-N	637566	CHEMBL25719
SCHEMBL19839	VDRACTHWBNITQP-UHFFFAOYSA-N	21966326	
SCHEMBL19842	WJCNZQLZVWNLKY-UHFFFAOYSA-N	5430	CHEMBL625
SCHEMBL19858	ACTIUHUUMQJHFO-UPTCCGCDSA-N	5281915	CHEMBL454801
SCHEMBL19863	KOHIRBRYDXPAMZ-UHFFFAOYSA-N	71301	CHEMBL434394
SCHEMBL19866	OMZXFXFDQXPWLV-UHFFFAOYSA-N	22456520	
SCHEMBL19877	OLXZPDWKRNYJJZ-RRKCRQDMSA-N	13730	CHEMBL449329
SCHEMBL19886	RTKIYFITIVXBLE-QEQCGCAPSA-N	444732	
SCHEMBL19894	IQFYYKKMVGJFEH-XLPZGREQSA-N	5789	CHEMBL52609
SCHEMBL19895	IQFYYKKMVGJFEH-UHFFFAOYSA-N	1134	CHEMBL6497
SCHEMBL19925	UZBATDIZBWJJKF-UHFFFAOYSA-N	14476402	
SCHEMBL19955	LGZKGOGODCLQHG-CYBMUJFWSA-N	9895264	CHEMBL246600
SCHEMBL19975	RKISUIUJZGSLEV-UHFFFAOYSA-N	8044	
SCHEMBL19982	JARRYVQFBQVOBE-UHFFFAOYSA-N	2773289	CHEMBL2381492
SCHEMBL19984	YXOLAZRVSSWPPT-UHFFFAOYSA-N	5281670	CHEMBL28626
SCHEMBL20000	ZIUHHBKFKCYYJD-UHFFFAOYSA-N	8041	CHEMBL1401480
SCHEMBL20016	OGBSHLKSHNAPEW-UHFFFAOYSA-N	164544	CHEMBL589665
SCHEMBL20025	MFZMCIQZSTZXMQ-GLIMQPGKSA-N	20056934	
SCHEMBL20027	NJSUFZNXBBXAAC-UHFFFAOYSA-N	21863594	
SCHEMBL20046	MQZIGYBFDRPAKN-QISQUURKSA-N	5368397	CHEMBL1358053
SCHEMBL20063	VLEUZFDZJKSGMX-ONEGZZNKSA-N	5281727	CHEMBL83527
SCHEMBL20076	JESXATFQYMPTNL-UHFFFAOYSA-N	135442	
SCHEMBL20081	AOWRXQWYDNLPGG-UHFFFAOYSA-N	10374549	
SCHEMBL20082	HAUVRGZOEXGUJS-GORDUTHDSA-N	57425200	
SCHEMBL20086	HWYHZTIRURJOHG-UHFFFAOYSA-N	10638	CHEMBL442329
SCHEMBL20094	AOBIOSPNXBMOAT-UHFFFAOYSA-N	16683	CHEMBL3182506
SCHEMBL20095	NJYVEMPWNAYQQN-UHFFFAOYSA-N	123755	
SCHEMBL20102	WYECURVXVYPVAT-UHFFFAOYSA-N	7466	CHEMBL401928
SCHEMBL20110	AERBNCYCJBRYDG-KSZLIROESA-N	122121	CHEMBL236036
SCHEMBL20119	WVTKBKWTSCPRNU-KYJUHHDHSA-N	73078	CHEMBL176045
SCHEMBL20146	JXCHMDATRWUOAP-UHFFFAOYSA-N	12905475	
SCHEMBL20157	HLVHWHHMXLULJM-UHFFFAOYSA-N	22027143	
SCHEMBL20172	GMZVRMREEHBGGF-UHFFFAOYSA-N	4843	CHEMBL36715
SCHEMBL20192	SNICXCGAKADSCV-JTQLQIEISA-N	89594	CHEMBL3
SCHEMBL20193	SNICXCGAKADSCV-UHFFFAOYSA-N	942	CHEMBL440464
SCHEMBL20232	GJYCVCVHRSWLNY-UHFFFAOYSA-N	18515	
SCHEMBL20246	HVQAJTFOCKOKIN-UHFFFAOYSA-N	11349	CHEMBL294009
SCHEMBL20265	RUPBZQFQVRMKDG-UHFFFAOYSA-M	23558	CHEMBL224987
SCHEMBL20271	BJQHLKABXJIVAM-UHFFFAOYSA-N	8343	CHEMBL1242017
SCHEMBL20286	HLZKNKRTKFSKGZ-UHFFFAOYSA-N	8209	CHEMBL24022
SCHEMBL20316	CDOSHBSSFJOMGT-UHFFFAOYSA-N	6549	CHEMBL25306
SCHEMBL20361	RRAFCDWBNXTKKO-UHFFFAOYSA-N	3314	CHEMBL42710
SCHEMBL20364	IISHLYLZTYTIJJ-UHFFFAOYSA-N	15752066	
SCHEMBL20389	FRPJTGXMTIIFIT-UHFFFAOYSA-N	17852230	
SCHEMBL20409	MGFYIUFZLHCRTH-UHFFFAOYSA-N	8758	CHEMBL1234848
SCHEMBL20411	LQNUZADURLCDLV-UHFFFAOYSA-N	7416	CHEMBL15750
SCHEMBL20416	HABKSJSWZNOGEM-UHFFFAOYSA-N	21954135	
SCHEMBL20429	AFSDNFLWKVMVRB-UHFFFAOYSA-N	5281855	CHEMBL6246
SCHEMBL20437	YFXPPSKYMBTNAV-UHFFFAOYSA-N	87176	CHEMBL2270410
SCHEMBL20450	IWDQPCIQCXRBQP-RRABGKBLSA-M	nan	
SCHEMBL20452	VEQOALNAAJBPNY-UHFFFAOYSA-N	2206	CHEMBL277474
SCHEMBL20467	SBHCLVQMTBWHCD-METXMMQOSA-N	6437059	
SCHEMBL20506	LTMHDMANZUZIPE-PUGKRICDSA-N	2724385	CHEMBL1751
SCHEMBL20507	CAHCBJPUTCKATP-FAWZKKEFSA-N	644209	CHEMBL140050
SCHEMBL20518	SNICXCGAKADSCV-SNVBAGLBSA-N	157672	CHEMBL9732
SCHEMBL20520	ZMMJGEGLRURXTF-UHFFFAOYSA-N	14710	CHEMBL284328
SCHEMBL20532	SKTCDJAMAYNROS-UHFFFAOYSA-N	138539	
SCHEMBL20587	RHGKLRLOHDJJDR-UHFFFAOYSA-N	833	CHEMBL187855
SCHEMBL20588	RHGKLRLOHDJJDR-BYPYZUCNSA-N	9750	CHEMBL444814
SCHEMBL20589	SZHZCPHKDJWHNG-UHFFFAOYSA-N	13549	
SCHEMBL20619	MHZGKXUYDGKKIU-UHFFFAOYSA-N	8916	CHEMBL109819
SCHEMBL20641	WMRCTEPOPAZMMN-UHFFFAOYSA-N	138269	
SCHEMBL20667	DRTQHJPVMGBUCF-XVFCMESISA-N	6029	CHEMBL100259
SCHEMBL20676	SPSSULHKWOKEEL-UHFFFAOYSA-N	8376	CHEMBL1236345
SCHEMBL20680	QSAWQNUELGIYBC-UHFFFAOYSA-N	15522	
SCHEMBL20684	WURGXGVFSMYFCG-UHFFFAOYSA-N	14145	CHEMBL1269177
SCHEMBL20731	GQOKIYDTHHZSCJ-UHFFFAOYSA-M	33286	CHEMBL3185104
SCHEMBL20733	ROYPGAQNKYWYDI-UHFFFAOYSA-N	87058880	
SCHEMBL20734	ZXVONLUNISGICL-UHFFFAOYSA-N	10800	CHEMBL419564
SCHEMBL20748	YUFFSWGQGVEMMI-JLNKQSITSA-N	5497182	CHEMBL496634
SCHEMBL20781	MGNCLNQXLYJVJD-UHFFFAOYSA-N	7954	CHEMBL1530777
SCHEMBL20791	UFNOUKDBUJZYDE-UHFFFAOYSA-N	86132	CHEMBL2131954
SCHEMBL20812	ZXTVKNLRFMBULR-UHFFFAOYSA-N	71435161	
SCHEMBL20814	MHCLJIVVJQQNKQ-UHFFFAOYSA-N	10012418	
SCHEMBL20823	ZFHGXWPMULPQSE-WTKPLQERSA-N	5281874	CHEMBL1335810
SCHEMBL20824	ZFHGXWPMULPQSE-GPCIZFCYSA-N	16722118	
SCHEMBL20832	UXFKDRQTPIYUML-UHFFFAOYSA-N	13961087	
SCHEMBL20833	BZTDTCNHAFUJOG-UHFFFAOYSA-N	76806	CHEMBL1614944
SCHEMBL20842	YFNCATAIYKQPOO-UHFFFAOYSA-N	31991	
SCHEMBL20843	HPMGFDVTYHWBAG-UHFFFAOYSA-N	151492	
SCHEMBL20845	NQLVQOSNDJXLKG-UHFFFAOYSA-N	62020	CHEMBL2251843
SCHEMBL20848	ZPCIKQLLQORQCV-UHFFFAOYSA-N	594397	CHEMBL193610
SCHEMBL20862	FYQGBXGJFWXIPP-UEVLXMDPSA-N	5372477	CHEMBL37754
SCHEMBL20866	RFLVMTUMFYRZCB-UHFFFAOYSA-N	70315	CHEMBL2396855
SCHEMBL20874	YGPSJZOEDVAXAB-UHFFFAOYSA-N	846	CHEMBL1377927
SCHEMBL20879	XFRVVPUIAFSTFO-UHFFFAOYSA-N	8207	CHEMBL24832
SCHEMBL20886	PDQRQJVPEFGVRK-UHFFFAOYSA-N	67502	CHEMBL283327
SCHEMBL20908	AIUAMYPYEUQVEM-UHFFFAOYSA-N	83146	CHEMBL3306057
SCHEMBL20939	LXMSZDCAJNLERA-ZHYRCANASA-N	5833	CHEMBL1393
SCHEMBL20943	OGBPILLJZSJJRC-UHFFFAOYSA-N	62550	
SCHEMBL20958	ZDYVRSLAEXCVBX-UHFFFAOYSA-N	161440	
SCHEMBL20959	LUSZGTFNYDARNI-UHFFFAOYSA-N	68289	CHEMBL1517998
SCHEMBL20960	VHYCDWMUTMEGQY-UHFFFAOYSA-N	2405	CHEMBL645
SCHEMBL20977	PANKHBYNKQNAHN-MQQNZMFNSA-N	5281232	CHEMBL464792
SCHEMBL20978	PYZSVQVRHDXQSL-UHFFFAOYSA-N	18771	CHEMBL2228641
SCHEMBL20990	ZQEIXNIJLIKNTD-UHFFFAOYSA-N	42586	CHEMBL105809
SCHEMBL20996	AOJOEFVRHOZDFN-UHFFFAOYSA-N	17236	CHEMBL3187485
SCHEMBL21007	LYJHVEDILOKZCG-UHFFFAOYSA-N	11406	CHEMBL4078776
SCHEMBL21009	NWVVVBRKAWDGAB-UHFFFAOYSA-N	9015	CHEMBL544
SCHEMBL21016	FVNFBBAOMBJTST-UHFFFAOYSA-N	3344	CHEMBL576127
SCHEMBL21026	AWMVMTVKBNGEAK-UHFFFAOYSA-N	7276	CHEMBL1605493
SCHEMBL21027	ZFVMWEVVKGLCIJ-UHFFFAOYSA-N	73864	CHEMBL1900054
SCHEMBL21047	LDVVMCZRFWMZSG-UHFFFAOYSA-N	8606	CHEMBL388676
SCHEMBL21051	TWFZGCMQGLPBSX-UHFFFAOYSA-N	25429	CHEMBL70971
SCHEMBL21057	AIWBNMWVDUSXLC-IXROVEORSA-N	18598506	
SCHEMBL21063	IIFVWLUQBAIPMJ-UHFFFAOYSA-N	67326	CHEMBL12392
SCHEMBL21081	STJLVHWMYQXCPB-UHFFFAOYSA-N	43234	CHEMBL560579
SCHEMBL21089	OHLKMGYGBHFODF-UHFFFAOYSA-N	13907	
SCHEMBL21090	YRIZYWQGELRKNT-UHFFFAOYSA-N	6909	CHEMBL1698868
SCHEMBL21105	SHIBSTMRCDJXLN-KCZCNTNESA-N	15478	CHEMBL1153
SCHEMBL21123	YHGREDQDBYVEOS-UHFFFAOYSA-N	14094985	
SCHEMBL21141	HJLSLZFTEKNLFI-UHFFFAOYSA-N	5479	CHEMBL1220
SCHEMBL21144	KUAZQDVKQLNFPE-UHFFFAOYSA-N	5455	CHEMBL120563
SCHEMBL21174	HAXFWIACAGNFHA-UHFFFAOYSA-N	65093	CHEMBL118678
SCHEMBL21194	MXOAEAUPQDYUQM-MRVPVSSYSA-N	6918886	
SCHEMBL21204	WURBVZBTWMNKQT-UHFFFAOYSA-N	39385	CHEMBL520897
SCHEMBL21209	PNNNRSAQSRJVSB-KCDKBNATSA-N	3034656	
SCHEMBL21211	SHZGCJCMOBCMKK-QYESYBIKSA-N	6713579	
SCHEMBL21214	PGOOBECODWQEAB-UHFFFAOYSA-N	213027	
SCHEMBL21217	NYHBQMYGNKIUIF-UUOKFMHZSA-N	6802	
SCHEMBL21237	JRWZLRBJNMZMFE-UHFFFAOYSA-N	36811	CHEMBL926
SCHEMBL21254	CRQQGFGUEAVUIL-UHFFFAOYSA-N	15910	CHEMBL468167
SCHEMBL21257	GYOZYWVXFNDGLU-XLPZGREQSA-N	9700	CHEMBL394429
SCHEMBL21259	DFTLCMTWNXAGSL-UHFFFAOYSA-N	87058918	
SCHEMBL21269	BKBSMMUEEAWFRX-UHFFFAOYSA-N	20056423	
SCHEMBL21271	WQRLMAAQAUUCOH-UHFFFAOYSA-N	21584977	
SCHEMBL21272	SHKUUQIDMUMQQK-UHFFFAOYSA-N	17046	CHEMBL1450123
SCHEMBL21280	WHMDKBIGKVEYHS-IYEMJOQQSA-L	443445	CHEMBL3833377
SCHEMBL21310	XMLYCEVDHLAQEL-UHFFFAOYSA-N	81984	CHEMBL3187850
SCHEMBL21348	GUBGYTABKSRVRQ-QRZGKKJRSA-N	10712	CHEMBL1231670
SCHEMBL21365	OFIYMUXECPHIPZ-UHFFFAOYSA-N	141300	
SCHEMBL21366	YLQLIQIAXYRMDL-UHFFFAOYSA-N	24847	CHEMBL3186950
SCHEMBL21372	VGYQNMXWTMMHTP-UHFFFAOYSA-N	316250	
SCHEMBL21377	RDYMFSUJUZBWLH-UHFFFAOYSA-N	3224	CHEMBL194399
SCHEMBL21378	CDMDQYCEEKCBGR-UHFFFAOYSA-N	17367	
SCHEMBL21406	OLAMWIPURJGSKE-UHFFFAOYSA-N	21910879	
SCHEMBL21428	MQJKPEGWNLWLTK-UHFFFAOYSA-N	2955	CHEMBL1043
SCHEMBL21442	AAOVKJBEBIDNHE-UHFFFAOYSA-N	3016	CHEMBL12
SCHEMBL21443	YFVGRULMIQXYNE-UHFFFAOYSA-M	74889	
SCHEMBL21457	NXERUYGRZMHUMK-OWOJBTEDSA-N	5903021	
SCHEMBL21497	MNHVNIJQQRJYDH-UHFFFAOYSA-N	6451142	CHEMBL2251446
SCHEMBL21546	NBQNWMBBSKPBAY-UHFFFAOYSA-N	3724	CHEMBL1200507
SCHEMBL21569	DJDGWVCBUNYBOO-UHFFFAOYSA-N	12731439	
SCHEMBL21577	HZEQBCVBILBTEP-ZFINNJDLSA-N	5284555	CHEMBL1200980
SCHEMBL21582	BOSMZFBHAYFUBJ-UHFFFAOYSA-N	6529	CHEMBL1596847
SCHEMBL21583	RSMUVYRMZCOLBH-UHFFFAOYSA-N	52999	CHEMBL1229749
SCHEMBL21587	DJYTWZQQWMOATO-DXYSAURFSA-N	15081131	
SCHEMBL21588	QGNJRVVDBSJHIZ-QHLGVNSISA-N	638034	CHEMBL486193
SCHEMBL21592	HBGGXOJOCNVPFY-UHFFFAOYSA-N	590836	CHEMBL1905899
SCHEMBL21601	DECIPOUIJURFOJ-UHFFFAOYSA-N	3293	CHEMBL172064
SCHEMBL21626	LHGVFZTZFXWLCP-UHFFFAOYSA-N	460	CHEMBL13766
SCHEMBL21633	OGSBUKJUDHAQEA-WMCAAGNKSA-N	148121	CHEMBL1201746
SCHEMBL21636	UZJGVXSQDRSSHU-UHFFFAOYSA-N	9860421	
SCHEMBL21638	XFOZBWSTIQRFQW-UHFFFAOYSA-M	11287299	
SCHEMBL21639	FFGPTBGBLSHEPO-UHFFFAOYSA-N	2554	CHEMBL108
SCHEMBL21645	MWKFXSUHUHTGQN-UHFFFAOYSA-N	8174	CHEMBL25363
SCHEMBL21646	SKZKKFZAGNVIMN-UHFFFAOYSA-N	5147	CHEMBL27577
SCHEMBL21652	INFDPOAKFNIJBF-UHFFFAOYSA-N	15939	CHEMBL74469
SCHEMBL21653	FIKAKWIAUPDISJ-UHFFFAOYSA-L	15938	CHEMBL458019
SCHEMBL21680	SBPBAQFWLVIOKP-UHFFFAOYSA-N	2730	CHEMBL463210
SCHEMBL21688	SUWUPUWPGJRZAT-UHFFFAOYSA-N	15643707	
SCHEMBL21697	SCUZVMOVTVSBLE-UHFFFAOYSA-N	62696	
SCHEMBL21713	UREZNYTWGJKWBI-UHFFFAOYSA-M	8478	CHEMBL221753
SCHEMBL21736	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	4421	CHEMBL5
SCHEMBL21777	BUAJNGPDPGKBGV-UHFFFAOYSA-N	13727	
SCHEMBL21789	PXMNMQRDXWABCY-UHFFFAOYSA-N	86102	CHEMBL487186
SCHEMBL21800	KJDRSWPQXHESDQ-UHFFFAOYSA-N	8059	
SCHEMBL21809	HZJKXKUJVSEEFU-UHFFFAOYSA-N	6336	CHEMBL1904430
SCHEMBL21818	XOILGBPDXMVFIP-UHFFFAOYSA-N	62738	CHEMBL1884140
SCHEMBL21837	OVGORFFCBUIFIA-UHFFFAOYSA-N	3338	CHEMBL2104321
SCHEMBL21869	LBICMZLDYMBIGA-UHFFFAOYSA-N	29381	
SCHEMBL21882	HTIRHQRTDBPHNZ-UHFFFAOYSA-N	11002	CHEMBL3561568
SCHEMBL21887	DQWPFSLDHJDLRL-UHFFFAOYSA-N	6535	CHEMBL1236251
SCHEMBL21908	FEXBEKLLSUWSIM-UHFFFAOYSA-N	81319	
SCHEMBL21916	KYIKRXIYLAGAKQ-ISLYRVAYSA-N	nan	
SCHEMBL21930	ZPUCINDJVBIVPJ-LJISPDSOSA-N	446220	CHEMBL370805
SCHEMBL21936	JQKUCPUQTWLCNU-UHFFFAOYSA-N	87058974	
SCHEMBL21937	GVJNTKYYZXDYAH-UHFFFAOYSA-K	nan	
SCHEMBL21948	JPVGNDHUQBNGGT-UHFFFAOYSA-N	22283791	
SCHEMBL21950	GBOYJIHYACSLGN-UHFFFAOYSA-N	11159021	CHEMBL3560526
SCHEMBL21962	WYTGDNHDOZPMIW-VBNZEHGJSA-N	73073	
SCHEMBL21963	ZEAJXCPGHPJVNP-UHFFFAOYSA-N	9470	CHEMBL1697767
SCHEMBL21966	FBUKVWPVBMHYJY-UHFFFAOYSA-N	8158	CHEMBL108436
SCHEMBL21970	PHIQHXFUZVPYII-ZCFIWIBFSA-N	10917	CHEMBL1149
SCHEMBL21971	PHIQHXFUZVPYII-UHFFFAOYSA-N	288	CHEMBL172513
SCHEMBL21972	KAATUXNTWXVJKI-UHFFFAOYSA-N	2912	CHEMBL373204
SCHEMBL21980	VDZOOKBUILJEDG-UHFFFAOYSA-M	2723671	CHEMBL1078154
SCHEMBL21988	DDUHZTYCFQRHIY-RBHXEPJQSA-N	441140	CHEMBL562
SCHEMBL21992	STMIIPIFODONDC-UHFFFAOYSA-N	66461	CHEMBL1898860
SCHEMBL22003	QBPPRVHXOZRESW-UHFFFAOYSA-N	64963	CHEMBL19880
SCHEMBL22006	BGNQYGRXEXDAIQ-UHFFFAOYSA-N	91750	CHEMBL2313155
SCHEMBL22009	ZNNLBTZKUZBEKO-UHFFFAOYSA-N	3488	CHEMBL472
SCHEMBL22017	FBCQUCJYYPMKRO-UHFFFAOYSA-N	7274	CHEMBL1889548
SCHEMBL22019	PQHYOGIRXOKOEJ-UHFFFAOYSA-N	131409	
SCHEMBL22056	GQSGZTBDVNUIQS-DGCLKSJQSA-N	10444661	CHEMBL2104521
SCHEMBL22071	VSTHNGLPHBTRMB-UHFFFAOYSA-N	517204	CHEMBL593907
SCHEMBL22081	FXTXRXXCMFFRTL-UHFFFAOYSA-N	168276	
SCHEMBL22086	NKDFYOWSKOHCCO-YPVLXUMRSA-N	5459840	CHEMBL224128
SCHEMBL22096	YTCZZXIRLARSET-VJRSQJMHSA-M	6917950	
SCHEMBL22116	KPUREKXXPHOJQT-UHFFFAOYSA-N	175967	CHEMBL1873440
SCHEMBL22121	LCFVJGUPQDGYKZ-UHFFFAOYSA-N	2286	CHEMBL258558
SCHEMBL22122	OLAPPGSPBNVTRF-UHFFFAOYSA-N	31422	CHEMBL367553
SCHEMBL22160	TZYRSLHNPKPEFV-UHFFFAOYSA-N	7358	CHEMBL3181836
SCHEMBL22165	MGSRCZKZVOBKFT-UHFFFAOYSA-N	6989	CHEMBL29411
SCHEMBL22196	OWZREIFADZCYQD-NSHGMRRFSA-N	40585	CHEMBL1593566
SCHEMBL22209	XUJLWPFSUCHPQL-UHFFFAOYSA-N	33865	
SCHEMBL22215	NUVWVUPJCXRIIW-VNKDHWASSA-N	13581516	
SCHEMBL22216	NTXGQCSETZTARF-UHFFFAOYSA-N	155116	
SCHEMBL22220	ISWQCIVKKSOKNN-UHFFFAOYSA-L	9001	CHEMBL110526
SCHEMBL22229	VEUMANXWQDHAJV-JYFOCSDGSA-N	nan	
SCHEMBL22247	LZDKZFUFMNSQCJ-UHFFFAOYSA-N	12375	CHEMBL1877517
SCHEMBL22258	JUSMHIGDXPKSID-SVZMEOIVSA-N	18643904	
SCHEMBL22263	JARKCYVAAOWBJS-UHFFFAOYSA-N	6184	CHEMBL280331
SCHEMBL22278	YWTYJOPNNQFBPC-UHFFFAOYSA-N	86418	
SCHEMBL22284	WNZQDUSMALZDQF-UHFFFAOYSA-N	6885	CHEMBL2391738
SCHEMBL22293	OGHNVEJMJSYVRP-UHFFFAOYSA-N	2585	CHEMBL723
SCHEMBL22296	FLKPEMZONWLCSK-UHFFFAOYSA-N	6781	CHEMBL388558
SCHEMBL22298	ZAKOWWREFLAJOT-CEFNRUSXSA-N	86472	CHEMBL1047
SCHEMBL22332	PYIHTIJNCRKDBV-UHFFFAOYSA-L	93550	CHEMBL105608
SCHEMBL22333	KMPQYAYAQWNLME-UHFFFAOYSA-N	8186	CHEMBL1236576
SCHEMBL22340	HJJVPARKXDDIQD-UHFFFAOYSA-N	3444	CHEMBL271579
SCHEMBL22344	WRYLYDPHFGVWKC-UHFFFAOYSA-N	11230	CHEMBL507795
SCHEMBL22345	RBPIYINIVXGGFY-UHFFFAOYSA-N	10396943	
SCHEMBL22354	WRUZLCLJULHLEY-UHFFFAOYSA-N	67149	
SCHEMBL22362	RYAUSSKQMZRMAI-ALOPSCKCSA-N	93365	CHEMBL372700
SCHEMBL22365	MJIHNNLFOKEZEW-UHFFFAOYSA-N	3883	CHEMBL480
SCHEMBL22366	MJIHNNLFOKEZEW-VWLOTQADSA-N	9578006	
SCHEMBL22372	NQBXSWAWVZHKBZ-UHFFFAOYSA-N	8160	CHEMBL2141776
SCHEMBL22373	UZCGKGPEKUCDTF-UHFFFAOYSA-N	91731	CHEMBL1878267
SCHEMBL22384	DZLFLBLQUQXARW-UHFFFAOYSA-N	16028	CHEMBL1236196
SCHEMBL22411	KBGAYAKRZNYFFG-BOHATCBPSA-N	14017587	CHEMBL2105945
SCHEMBL22412	SQVRNKJHWKZAKO-PFQGKNLYSA-N	445063	CHEMBL165084
SCHEMBL22416	ONUFESLQCSAYKA-UHFFFAOYSA-N	37517	CHEMBL1862887
SCHEMBL22418	WFBOYZZQPYDMKX-UHFFFAOYSA-N	19046907	
SCHEMBL22419	MMINFSMURORWKH-UHFFFAOYSA-N	15066111	
SCHEMBL22421	SVEUVITYHIHZQE-UHFFFAOYSA-N	20727	
SCHEMBL22443	CYIDZMCFTVVTJO-UHFFFAOYSA-N	6961	CHEMBL1235346
SCHEMBL22456	HXQPUEQDBSPXTE-UHFFFAOYSA-N	7957	CHEMBL3187831
SCHEMBL22457	JVNPUDDVLLNAJI-UHFFFAOYSA-N	18793572	
SCHEMBL22458	SRPWOOOHEPICQU-UHFFFAOYSA-N	11089	CHEMBL2137687
SCHEMBL22462	QQVIHTHCMHWDBS-UHFFFAOYSA-N	8496	CHEMBL1871181
SCHEMBL22467	OMFRMAHOUUJSGP-UNOMPAQXSA-N	5281872	CHEMBL68000
SCHEMBL22487	ZSIQWWYOUYOECH-UHFFFAOYSA-N	203726	
SCHEMBL22492	NFDRPXJGHKJRLJ-UHFFFAOYSA-N	15025	CHEMBL1208647
SCHEMBL22501	VREDNSVJXRJXRI-UHFFFAOYSA-N	25139	
SCHEMBL22515	VOCGWRJZTXDCBK-UHFFFAOYSA-N	21668011	
SCHEMBL22522	HJOVHMDZYOCNQW-UHFFFAOYSA-N	6544	CHEMBL1882894
SCHEMBL22543	KORSJDCBLAPZEQ-UHFFFAOYSA-N	21202	CHEMBL1878565
SCHEMBL22544	FYZUENZXIZCLAZ-VOTSOKGWSA-N	5282651	
SCHEMBL22545	LANHEKZGKDEWLK-UHFFFAOYSA-N	9855500	
SCHEMBL22556	SNGREZUHAYWORS-UHFFFAOYSA-N	9554	CHEMBL172988
SCHEMBL22576	PIEXCQIOSMOEOU-UHFFFAOYSA-N	61828	CHEMBL3187930
SCHEMBL22578	PQRDTUFVDILINV-UHFFFAOYSA-N	31335	CHEMBL1895319
SCHEMBL22599	XZQWWHBLXRBQKI-UHFFFAOYSA-N	9942205	
SCHEMBL22600	BQBYBPAPSIWHCE-FNORWQNLSA-N	11521127	
SCHEMBL22605	QHGUCRYDKWKLMG-UHFFFAOYSA-N	4581	CHEMBL53929
SCHEMBL22612	OMFXVFTZEKFJBZ-HJTSIMOOSA-N	5753	CHEMBL110739
SCHEMBL22623	FEUFEGJTJIHPOF-UHFFFAOYSA-N	168447	
SCHEMBL22649	NRHDCQLCSOWVTF-UHFFFAOYSA-N	79742	
SCHEMBL22655	WTDRDQBEARUVNC-LURJTMIESA-N	6047	CHEMBL1009
SCHEMBL22661	UTNUDOFZCWSZMS-YFHOEESVSA-N	54684141	
SCHEMBL22674	CWRVKFFCRWGWCS-UHFFFAOYSA-N	5917	CHEMBL116943
SCHEMBL22678	GJRQTCIYDGXPES-UHFFFAOYSA-N	8038	CHEMBL46999
SCHEMBL22684	MRUAUOIMASANKQ-UHFFFAOYSA-N	20280	CHEMBL1231297
SCHEMBL22721	YASYEJJMZJALEJ-UHFFFAOYSA-N	22230	CHEMBL2107737
SCHEMBL22723	PXXNTAGJWPJAGM-VCOUNFBDSA-N	167158	
SCHEMBL22730	PBKONEOXTCPAFI-UHFFFAOYSA-N	13	CHEMBL296348
SCHEMBL22731	AVGQTJUPLKNPQP-UHFFFAOYSA-N	24622	
SCHEMBL22732	URWHLZCXYCQNSY-UHFFFAOYSA-N	33157	
SCHEMBL22742	GPAPPPVRLPGFEQ-UHFFFAOYSA-N	6625	CHEMBL1334784
SCHEMBL22762	UNJJBGNPUUVVFQ-ZJUUUORDSA-N	6323481	
SCHEMBL22769	NUONTTMMRCYJMI-UHFFFAOYSA-N	19710891	
SCHEMBL22773	XPIJLBLHDNHXAS-UHFFFAOYSA-N	53400725	
SCHEMBL22774	LVTYICIALWPMFW-UHFFFAOYSA-N	8086	CHEMBL2106303
SCHEMBL22783	BOTWFXYSPFMFNR-PYDDKJGSSA-N	5280435	CHEMBL1644111
SCHEMBL22785	BOTWFXYSPFMFNR-RTBURBONSA-N	9018	
SCHEMBL22811	WLWUSHPRMWJNAR-AATRIKPKSA-N	12729361	
SCHEMBL22820	GJBRNHKUVLOCEB-UHFFFAOYSA-N	11966	CHEMBL1328092
SCHEMBL22849	GENYBPRYOMJDAG-UHFFFAOYSA-N	5743035	
SCHEMBL22870	SQYNKIJPMDEDEG-UHFFFAOYSA-N	31264	CHEMBL1410743
SCHEMBL22901	DEFVIWRASFVYLL-UHFFFAOYSA-N	6207	CHEMBL240390
SCHEMBL22917	NWWZPOKUUAIXIW-FLIBITNWSA-N	5485188	CHEMBL1896251
SCHEMBL22930	JHRWWRDRBPCWTF-UHFFFAOYSA-N	17038	CHEMBL1893263
SCHEMBL22934	STUSTWKEFDQFFZ-UHFFFAOYSA-N	22544	CHEMBL2288609
SCHEMBL22938	RTCOGUMHFFWOJV-UHFFFAOYSA-N	73281	CHEMBL2251450
SCHEMBL22966	JFLRKDZMHNBDQS-SGSTVUCESA-N	17754356	CHEMBL2040681
SCHEMBL22975	IKECULIHBUCAKR-UHFFFAOYSA-N	11670	
SCHEMBL22983	MYCMVLVNZCRVAB-SNAWJCMRSA-N	18702150	
SCHEMBL23022	CYTYCFOTNPOANT-UHFFFAOYSA-N	31373	CHEMBL114062
SCHEMBL23026	MEGHWIAOTJPCHQ-UHFFFAOYSA-N	31247	
SCHEMBL23027	BFMKFCLXZSUVPI-UHFFFAOYSA-N	74172	
