SCHEMBL_ID	InChIKey	PUBCHEM_CID	CHEMBL_ID
SCHEMBL302610	RVLOMLVNNBWRSR-KNIFDHDWSA-N	168589	
SCHEMBL316506	QLKGUVGAXDXFFW-UHFFFAOYSA-M	11643980	
SCHEMBL317896	MQSMLULWIHZHIA-UHFFFAOYSA-N	21889110	
SCHEMBL320112	AQSQFWLMFCKKMG-UHFFFAOYSA-N	74523	CHEMBL3186549
SCHEMBL322061	IUJAKVDAVKXDQV-NAYHBLNSSA-N	18421312	
SCHEMBL322522	IJHUROCCIKJHFE-UHFFFAOYSA-N	21981730	
SCHEMBL325083	PRTRSEDVLBBFJZ-HNNXBMFYSA-N	1382087	
SCHEMBL335711	KBEZJUQXXJDBDZ-UHFFFAOYSA-N	87270	
SCHEMBL347025	TXNLQUKVUJITMX-UHFFFAOYSA-N	4249187	CHEMBL100948
SCHEMBL347802	KBCLCAGOZDAVND-UHFFFAOYSA-N	87094781	
SCHEMBL349263	WMENQZZFLGYGPK-UHFFFAOYSA-N	19790710	
SCHEMBL354633	YWYQTGBBEZQBGO-BERLURQNSA-N	219833	CHEMBL269897
SCHEMBL355304	AWKLBIOQCIORSB-UHFFFAOYSA-N	28329	CHEMBL2104264
SCHEMBL360316	AVJBQMXODCVJCJ-UHFFFAOYSA-M	2734913	
SCHEMBL366178	PZTGRDMCBZUJDL-UHFFFAOYSA-N	10637	CHEMBL1205174
SCHEMBL367270	FUOGWOBQVKIHLM-UHFFFAOYSA-M	87097538	
SCHEMBL376498	LZUIOBHZNDZBRO-UHFFFAOYSA-N	12007623	
SCHEMBL380179	XOIQMTLWECTKJL-UHFFFAOYSA-M	6426774	
SCHEMBL387545	SSPLGPGMFXADIQ-UHFFFAOYSA-N	66673203	
SCHEMBL390477	XLUXHEZIGIDTCC-UHFFFAOYSA-N	21930812	
SCHEMBL408157	NWBWCXBPKTTZNQ-BAERZWJTSA-N	441743	
SCHEMBL419316	COCYGNDCWFKTMF-UHFFFAOYSA-N	1880	CHEMBL75267
SCHEMBL419475	AVOMGTGGHPLASA-UHFFFAOYSA-N	66680487	
SCHEMBL432417	PQUUGVDRLWLNGR-UHFFFAOYSA-N	588742	
SCHEMBL439067	JJTUDXZGHPGLLC-IMJSIDKUSA-N	107983	
SCHEMBL451540	VDHCHQVWFZQSIS-UHFFFAOYSA-N	66689967	
SCHEMBL454516	FLAQQSHRLBFIEZ-UHFFFAOYSA-N	47289	CHEMBL2311069
SCHEMBL454519	YRIDFQASBDRMBJ-UHFFFAOYSA-N	94815	
SCHEMBL458685	LIKWMDGAWXCECN-UHFFFAOYSA-N	15620344	
SCHEMBL468727	JACRWUWPXAESPB-UHFFFAOYSA-N	10726	
SCHEMBL468826	ZLCOWUKVVFVVKA-WDSKDSINSA-N	12049111	CHEMBL4297406
SCHEMBL478280	SNRYBGHMHAJTTM-UHFFFAOYSA-N	4447507	
SCHEMBL515237	IOXPXHVBWFDRGS-UHFFFAOYSA-N	5283320	
SCHEMBL521775	JFRMYMMIJXLMBB-UHFFFAOYSA-N	72861	
SCHEMBL527258	SKIDNYUZJPMKFC-UHFFFAOYSA-N	16314	
SCHEMBL537217	ITHODFOMHXSBKA-UHFFFAOYSA-N	23058158	
SCHEMBL537645	QWKUQSHUOYKVCF-UHFFFAOYSA-N	22593560	
SCHEMBL538184	JVHKSSIDGAUKGK-UHFFFAOYSA-N	11664	
SCHEMBL542972	QURWXBZNHXJZBE-OVZQYVDUSA-N	20055334	
SCHEMBL571170	SYPDLJYRMSBNEX-VLDVYECUSA-N	87127380	
SCHEMBL578115	DEXIXSRZQUFPIK-UHFFFAOYSA-N	53756597	
SCHEMBL588905	VELGYJCKWFALBF-UHFFFAOYSA-N	11127226	
SCHEMBL598558	ZAOHKACVOFGZOI-UHFFFAOYSA-N	443983	
SCHEMBL601740	OAUREGNZECGNQS-UHFFFAOYSA-N	5321775	
SCHEMBL607690	VWTHFJXLFGINSW-PPHPATTJSA-N	44153120	
SCHEMBL617167	SXTRWVVIEPWAKM-UHFFFAOYSA-N	185462	
SCHEMBL620188	FBJVWRITWDYUAC-UHFFFAOYSA-N	9894858	
SCHEMBL621816	UAJGYNKUMWOQFQ-UHFFFAOYSA-N	21219560	
SCHEMBL637505	HJQILFPVRNHTIG-UHFFFAOYSA-N	39065	CHEMBL8030
SCHEMBL639611	KMBGMZXOESYGCX-DAXSKMNVSA-N	87135967	
SCHEMBL675717	LPNXMXPDDLOEAB-KDLAMBKWSA-N	87140919	
SCHEMBL675954	AAAWGLDNEGKOOI-UHFFFAOYSA-N	22954275	
SCHEMBL698974	JICIHSBFLIQWRO-UHFFFAOYSA-N	20185306	
SCHEMBL719227	UWRBZYDDCFEETP-UHFFFAOYSA-N	23290042	
SCHEMBL720354	QLJYLJGYIDIJPT-UHFFFAOYSA-N	15980985	
SCHEMBL725415	HASVVVSMVSVAPD-UHFFFAOYSA-N	22633704	
SCHEMBL729055	NOSXUFXBUISMPR-UHFFFAOYSA-N	12104876	
SCHEMBL729913	LICOEANWQLYKED-PPHPATTJSA-N	53492751	
SCHEMBL791309	KJFBVJALEQWJBS-XUXIUFHCSA-N	471161	CHEMBL515408
SCHEMBL803112	VQRDHUIACWSKLR-UHFFFAOYSA-N	22892289	
SCHEMBL810107	WWMIMRADNBGDHP-UHFFFAOYSA-N	8845	
SCHEMBL820429	WMSWWAAMOZXXTG-UHFFFAOYSA-N	66809761	
SCHEMBL869267	IYFMQUDCYNWFTL-UHFFFAOYSA-N	85562	
SCHEMBL893468	CMOVAZNLWXAJIL-UHFFFAOYSA-N	151162	
SCHEMBL922966	LNEVUNYUJNORRV-UHFFFAOYSA-N	407432	
SCHEMBL947113	DIYNVGQUGSKVEG-UHFFFAOYSA-N	22989079	
SCHEMBL980050	CBMYFVSIIYILRH-UHFFFAOYSA-N	317666	
SCHEMBL980468	NDNNMJBUIRIZNP-UHFFFAOYSA-N	66865528	
SCHEMBL1000380	YBKCOFSJGXNOKP-UHFFFAOYSA-N	312866	
SCHEMBL1004957	NPQBZKNXJZARBJ-UHFFFAOYSA-N	69680	
SCHEMBL1022999	SODYNLBXTNJWBG-UHFFFAOYSA-N	66879580	
SCHEMBL1043494	DYZAFEDVNIEMEL-UHFFFAOYSA-N	10721339	
SCHEMBL1049717	OMHDOOAFLCMRFX-AATRIKPKSA-N	688321	
SCHEMBL1054855	BSWPGDZSMHQEBE-UHFFFAOYSA-N	223583	
SCHEMBL1060122	JCPKBZZNAKSDAB-UHFFFAOYSA-N	42552635	
SCHEMBL1096344	UWWYWUMDYAWTKK-YITDFDIYSA-N	11758256	
SCHEMBL1115531	POIHDKRXGRATIQ-UHFFFAOYSA-N	21884921	
SCHEMBL1144373	KUNDLEJVAIBADY-UHFFFAOYSA-N	9803135	CHEMBL1257112
SCHEMBL1161688	KGAGLQKMYYNAGR-JEDNCBNOSA-N	nan	
SCHEMBL1165505	MTAWGBVDXCFYOF-UHFFFAOYSA-N	50991199	CHEMBL4090165
SCHEMBL1170814	CAQXGPRORCTUAZ-UHFFFAOYSA-N	22261089	
SCHEMBL1284270	DYKJXWALYRGLPF-UHFFFAOYSA-N	606983	CHEMBL166077
SCHEMBL1353518	QEBXCWWWFYJWQR-UHFFFAOYSA-N	87232949	
SCHEMBL1357096	ZNOZEKFDBJRBMI-UHFFFAOYSA-M	13627349	
SCHEMBL1413225	MJQHZNBUODTQTK-WKGBVCLCSA-N	11966311	
SCHEMBL1422774	GZZNBQLBGSVOOZ-UHFFFAOYSA-N	51063703	
SCHEMBL1436424	SYLABBNLHCTJEF-UHFFFAOYSA-N	67031686	
SCHEMBL1544607	SXWHYTICXCLKDG-UHFFFAOYSA-N	11538179	
SCHEMBL1569136	ZQXBWHIUNQGGCM-UHFFFAOYSA-N	87260896	
SCHEMBL1581640	NKZVAYHPKMUNNH-UHFFFAOYSA-N	87262398	
SCHEMBL1639259	CMGWKYXJIYYESN-UHFFFAOYSA-M	nan	
SCHEMBL1653237	VEZRNHOLOGEZJQ-UHFFFAOYSA-N	67109278	
SCHEMBL1743370	DDLLIYKVDWPHJI-RDBSUJKOSA-N	344200	CHEMBL509170
SCHEMBL1825425	JGNDQIRNCRYCPM-GSBNXNDCSA-N	87297656	
SCHEMBL1837826	LMFOYEUWVQZEAW-UHFFFAOYSA-N	318591	CHEMBL94468
SCHEMBL1982102	HHTGNFIMEJWAGT-MQWKRIRWSA-N	18346187	
SCHEMBL2034440	YJWSBMQTQRNKPO-UHFFFAOYSA-M	14794948	
SCHEMBL2058483	SJHCESPLNOBUMO-UHFFFAOYSA-M	16739405	
SCHEMBL2207927	AMXRXGOSEWMPEF-UHFFFAOYSA-N	110676	
SCHEMBL2227446	NXVQVMGPDJUDNG-UHFFFAOYSA-L	87356313	
SCHEMBL2287032	RFBNEESZDICKQI-UHFFFAOYSA-N	11601330	
SCHEMBL2296943	VEUWFUOHPRUNEZ-UHFFFAOYSA-N	54388280	
SCHEMBL2502515	RWBMMASKJODNSV-UHFFFAOYSA-N	13164292	
SCHEMBL2551615	CAULGCQHVOVVRN-SWZPTJTJSA-N	6436348	
SCHEMBL2559892	RTKZXVBYTNMTER-UHFFFAOYSA-N	67452124	
SCHEMBL2575032	KYIDJMYDIPHNJS-UHFFFAOYSA-N	19973752	
SCHEMBL2636773	NLBCZSFUBMAXHA-UHFFFAOYSA-N	67479966	
SCHEMBL2678323	ASVXNFGUPSDDTA-UHFFFAOYSA-N	541773	
SCHEMBL2861882	HSXGEEMQVFBDOK-UHFFFAOYSA-N	22457047	
SCHEMBL1192	SUBDBMMJDZJVOS-XMMPIXPASA-N	9579578	CHEMBL4117512
SCHEMBL1513	MPSXGPCFLAGJOM-UHFFFAOYSA-M	151520	
SCHEMBL3270	ZUFVXZVXEJHHBN-UHFFFAOYSA-N	15517	
SCHEMBL3775	PTOAARAWEBMLNO-KVQBGUIXSA-N	20279	CHEMBL1619
SCHEMBL4701	PSOAKPCAXXBTPO-UHFFFAOYSA-N	66577731	
SCHEMBL5930	YGFLCNPXEPDANQ-UHFFFAOYSA-N	853005	
SCHEMBL6710	PVRSIFAEUCUJPK-UHFFFAOYSA-N	77023	CHEMBL4302998
SCHEMBL7047	WZWIQYMTQZCSKI-UHFFFAOYSA-N	66042	CHEMBL1922276
SCHEMBL7424	VQODGRNSFPNSQE-DVTGEIKXSA-N	107782	CHEMBL1201207
SCHEMBL7546	AKUJBENLRBOFTD-XRYACJLUSA-N	5284539	
SCHEMBL8909	XLQSXGGDTHANLN-UHFFFAOYSA-N	67872	
SCHEMBL12355	SSTNIXFHCIOCJI-UHFFFAOYSA-N	74351	
SCHEMBL12820	WFIHKLWVLPBMIQ-UHFFFAOYSA-N	19831912	
SCHEMBL14946	UPTHZKIDNHJFKQ-UHFFFAOYSA-N	22349096	
SCHEMBL14949	ZIWDVJPPVMGJGR-UHFFFAOYSA-N	10313114	
SCHEMBL15185	FOPLLEFGDPMWTD-UHFFFAOYSA-N	21872015	
SCHEMBL15761	BUJAGSGYPOAWEI-UHFFFAOYSA-N	38945	CHEMBL1762
SCHEMBL15795	CFKBCVIYTWDYRP-UHFFFAOYSA-N	135071	
SCHEMBL16173	FABAOYOFJNAVHB-UHFFFAOYSA-N	61960	
SCHEMBL16954	SXZIXHOMFPUIRK-UHFFFAOYSA-N	136809	
SCHEMBL17332	SEENCYZQHCUTSB-UHFFFAOYSA-N	346004	
SCHEMBL17612	QWLGCWXSNYKKDO-UHFFFAOYSA-N	4397176	
SCHEMBL17685	DVVGIUUJYPYENY-UHFFFAOYSA-N	12755	CHEMBL12607
SCHEMBL18863	OWLPCALGCHDBCN-UHFFFAOYSA-N	67594	CHEMBL1089783
SCHEMBL20138	FBMYKMYQHCBIGU-UHFFFAOYSA-N	51045	CHEMBL321582
SCHEMBL20631	PHNDZBFLOPIMSM-UHFFFAOYSA-N	75655	
SCHEMBL20679	STZIXLPVKZUAMV-UHFFFAOYSA-N	18515414	
SCHEMBL21104	GWHCXVQVJPWHRF-UHFFFAOYSA-N	65032	
SCHEMBL21244	FYRWKWGEFZTOQI-UHFFFAOYSA-N	73854	CHEMBL3184942
SCHEMBL21839	OHDRQQURAXLVGJ-IILAXKDUSA-N	9915494	
SCHEMBL22370	JKHRCGUTYDNCLE-UHFFFAOYSA-O	128853	CHEMBL276780
SCHEMBL22468	OXCDWLBJSLVWHB-XENHJLKGSA-N	53316423	
SCHEMBL22857	SXSWMAUXEHKFGX-UHFFFAOYSA-N	29656	
SCHEMBL23843	FSQKKOOTNAMONP-UHFFFAOYSA-N	1981	CHEMBL189171
SCHEMBL23953	PSQYTAPXSHCGMF-BQYQJAHWSA-N	638014	CHEMBL559945
SCHEMBL25280	IDAQSADEMXDTKN-UHFFFAOYSA-L	84671	CHEMBL1999836
SCHEMBL26495	NLMQHXUGJIAKTH-UHFFFAOYSA-N	75421	CHEMBL446571
SCHEMBL26987	VNKBTWQZTQIWDV-UHFFFAOYSA-N	71482	CHEMBL1867031
SCHEMBL27131	JTWUZULPZAALRN-UHFFFAOYSA-N	21839171	
SCHEMBL27151	FPENCTDAQQQKNY-UHFFFAOYSA-N	99166	
SCHEMBL27173	QBAMBSAJEFIQBK-XYRIRZHUSA-N	57517673	
SCHEMBL27253	VBBJMYVZYFFQPI-UHFFFAOYSA-N	19967800	
SCHEMBL28974	IRGJVQIJENCTQF-UHFFFAOYSA-N	72145	CHEMBL2104445
SCHEMBL30089	JWKJOADJHWZCLL-UHFFFAOYSA-N	129774183	
SCHEMBL30373	RNEOCOFIRJCVAA-UHFFFAOYSA-N	nan	
SCHEMBL33363	MNDIARAMWBIKFW-UHFFFAOYSA-N	8101	CHEMBL3187491
SCHEMBL33494	NLWBJPPMPLPZIE-UHFFFAOYSA-N	256687	CHEMBL3183843
SCHEMBL33931	IOEPOEDBBPRAEI-UHFFFAOYSA-N	422511	
SCHEMBL34280	UGYPXRGQGNLWOF-UHFFFAOYSA-N	19969141	
SCHEMBL34414	QYJVBVKFXDHFPQ-UHFFFAOYSA-N	2756424	
SCHEMBL35297	IGDLZDCWMRPMGL-UHFFFAOYSA-N	77035	
SCHEMBL36805	DAZMQARMQFEKQY-UHFFFAOYSA-L	13468993	
SCHEMBL37510	VSRBKQFNFZQRBM-UHFFFAOYSA-N	5603	CHEMBL123693
SCHEMBL37862	FFRYUAVNPBUEIC-UHFFFAOYSA-N	14526	
SCHEMBL37935	WOGITNXCNOTRLK-VOTSOKGWSA-N	5354261	
SCHEMBL37966	LRUSMCBQRMRPNR-UHFFFAOYSA-N	66586445	
SCHEMBL38527	JURKNVYFZMSNLP-UHFFFAOYSA-N	2895	CHEMBL669
SCHEMBL39791	KBPUBCVJHFXPOC-UHFFFAOYSA-N	77547	CHEMBL486216
SCHEMBL40670	NHKZSTHOYNWEEZ-AFCXAGJDSA-N	451448	CHEMBL2111108
SCHEMBL40863	SKIVFJLNDNKQPD-UHFFFAOYSA-N	5320	CHEMBL455
SCHEMBL42261	QQGYZOYWNCKGEK-UHFFFAOYSA-N	74574	CHEMBL1243052
SCHEMBL42944	IBTLFDCPAJLATQ-UHFFFAOYSA-N	77332	
SCHEMBL43670	PECGVEGMRUZOML-UHFFFAOYSA-N	224969	
SCHEMBL43719	GHFGJTVYMNRGBY-UHFFFAOYSA-N	11492	CHEMBL145584
SCHEMBL43895	LRPQMNYCTSPGCX-UHFFFAOYSA-N	65403	
SCHEMBL45664	JJAHTWIKCUJRDK-UHFFFAOYSA-N	125175	
SCHEMBL47874	WALWGRCDMVAPAF-UHFFFAOYSA-N	82135	
SCHEMBL48440	SORARJZLMNRBAQ-UHFFFAOYSA-N	78302	
SCHEMBL48554	PAEXAIBDCHBNDC-UHFFFAOYSA-N	34228	CHEMBL1801805
SCHEMBL48779	RPRPDTXKGSIXMD-UHFFFAOYSA-N	12294	
SCHEMBL48922	DJQOOSBJCLSSEY-UHFFFAOYSA-N	5310993	CHEMBL345714
SCHEMBL49040	NBEMQPLNBYYUAZ-UHFFFAOYSA-N	21584569	
SCHEMBL49075	DZLOHEOHWICNIL-QGZVFWFLSA-N	9840324	CHEMBL2051959
SCHEMBL53198	WNTGYJSOUMFZEP-UHFFFAOYSA-N	7153	CHEMBL272942
SCHEMBL56617	AJPKQSSFYHPYMH-UHFFFAOYSA-N	854047	CHEMBL5091458
SCHEMBL56741	CQXZSEXZQVKCHW-UHFFFAOYSA-N	587204	
SCHEMBL57008	INAXVXBDKKUCGI-UHFFFAOYSA-N	19309	CHEMBL3186302
SCHEMBL57583	ZIORZBLFHBAFLD-UHFFFAOYSA-N	22923223	
SCHEMBL57588	YLNSNVGRSIOCEU-UHFFFAOYSA-N	137606	
SCHEMBL59471	NIDNOXCRFUCAKQ-UHFFFAOYSA-N	97965	CHEMBL8162
SCHEMBL59972	BITYXLXUCSKTJS-UHFFFAOYSA-N	77	
SCHEMBL60423	IEPRKVQEAMIZSS-WAYWQWQTSA-N	5271566	CHEMBL2037000
SCHEMBL60588	ILUAAIDVFMVTAU-UHFFFAOYSA-N	16823	CHEMBL274379
SCHEMBL61040	JDVVGAQPNNXQDW-TVNFTVLESA-N	54445	CHEMBL311226
SCHEMBL63733	YHUUWVGKBHRHRF-UHFFFAOYSA-N	10421594	
SCHEMBL69178	KHARCSTZAGNHOT-UHFFFAOYSA-N	95073	
SCHEMBL69556	SGWNPHJYVLYFGL-UHFFFAOYSA-N	12862429	
SCHEMBL72731	NRTJJCXOPPWNFG-UHFFFAOYSA-N	20055623	
SCHEMBL77665	OCPZGEXMZVESRA-UHFFFAOYSA-N	19607194	
SCHEMBL77666	GFFIJCYHQYHUHB-UHFFFAOYSA-N	20544	CHEMBL1231076
SCHEMBL78988	DCRHNQYEEZTGRN-UHFFFAOYSA-N	18445962	
SCHEMBL80822	CNJQPBYTHITJAO-UHFFFAOYSA-N	2773652	CHEMBL2263225
SCHEMBL82278	JJNFHWKVZWAKEB-UHFFFAOYSA-N	10313143	
SCHEMBL83067	ZPFXAOWNKLFJDN-UHFFFAOYSA-N	3678	CHEMBL253371
SCHEMBL83401	NUEYDUKUIXVKNB-UHFFFAOYSA-N	818860	
SCHEMBL83816	LNKZBMIHRCNPID-UHFFFAOYSA-N	19105362	
SCHEMBL89119	PLFPURRZLGMMCI-UHFFFAOYSA-N	57058089	
SCHEMBL91415	JUXFXYQUXNXVAA-UHFFFAOYSA-N	2760631	
SCHEMBL93484	JQACBLYOTAYMHP-UHFFFAOYSA-N	21867967	
SCHEMBL96159	COYBRKAVBMYYSF-UHFFFAOYSA-N	93528	CHEMBL3185510
SCHEMBL96161	YLRCMGYQFGOZLP-UHFFFAOYSA-N	577473	
SCHEMBL101436	AZFUASHXSOTBNU-UHFFFAOYSA-N	12571	
SCHEMBL106485	VBIGULIJWJPALH-UHFFFAOYSA-L	13212	
SCHEMBL108054	UJHZDEGCPQPYNL-UHFFFAOYSA-N	17992889	
SCHEMBL109750	GWCTUKHUBWMAMI-GQCTYLIASA-N	5366039	CHEMBL3273386
SCHEMBL111183	XGOYIMQSIKSOBS-UHFFFAOYSA-N	123964	CHEMBL71263
SCHEMBL113617	TYZFMFVWHZKYSE-UHFFFAOYSA-N	521348	
SCHEMBL114922	QRPLZGZHJABGRS-UHFFFAOYSA-N	12844	CHEMBL4636895
SCHEMBL115270	QVCUKHQDEZNNOC-UHFFFAOYSA-N	136165	
SCHEMBL115586	GVOIABOMXKDDGU-YUURSNASSA-N	5281229	
SCHEMBL118395	HAPOVYFOVVWLRS-ZETCQYMHSA-N	10630591	
SCHEMBL119080	XJQPQKLURWNAAH-UHFFFAOYSA-N	107982	CHEMBL311158
SCHEMBL119354	REQFWARMBJWJAQ-UHFFFAOYSA-N	19394	CHEMBL2104271
SCHEMBL120129	OAWUUPVZMNKZRY-UHFFFAOYSA-N	11707647	
SCHEMBL122820	PFJJMJDEVDLPNE-UHFFFAOYSA-N	62306	CHEMBL2269059
SCHEMBL124147	MWKVXOJATACCCH-UHFFFAOYSA-N	6451155	CHEMBL3185294
SCHEMBL124162	MCNOFYBITGAAGM-UHFFFAOYSA-N	86187	CHEMBL2269063
SCHEMBL130070	QTNJDXNYHNNVOW-UHFFFAOYSA-N	66602956	
SCHEMBL130329	PXVLWAZUSUFRBQ-UHFFFAOYSA-N	87069427	
SCHEMBL131239	RECLNCPBBUHRDY-UHFFFAOYSA-N	6611235	
SCHEMBL132050	MEXKXTWOOAIJEB-UHFFFAOYSA-M	20280584	
SCHEMBL132244	LDHMAVIPBRSVRG-UHFFFAOYSA-O	457	CHEMBL1209652
SCHEMBL133680	LOJBBLDAJBJVBZ-UHFFFAOYSA-N	2783172	CHEMBL3251049
SCHEMBL135220	ZITKDVFRMRXIJQ-UHFFFAOYSA-N	92866	
SCHEMBL135757	PSLCKQYQNVNTQI-BHFSHLQUSA-N	3080797	
SCHEMBL135838	DQZCVNGCTZLGAQ-UHFFFAOYSA-N	16554	CHEMBL1879112
SCHEMBL137348	QOSWSNDWUATJBJ-UHFFFAOYSA-N	15560754	
SCHEMBL145868	DLGSOJOOYHWROO-WQLSENKSSA-N	6861563	
SCHEMBL147407	SZXDNGVQRDTJSD-FOWTUZBSSA-N	nan	
SCHEMBL148582	YMBIICKZNSTXJA-UHFFFAOYSA-N	18996949	
SCHEMBL148742	RSRZVIIPPRVBAF-UHFFFAOYSA-N	18728685	
SCHEMBL149350	YRGCLADHMAKURN-UHFFFAOYSA-N	22327743	
SCHEMBL149707	XDFZKQJLNGNJAN-UHFFFAOYSA-N	74187	CHEMBL1232570
SCHEMBL151248	RJIWZDNTCBHXAL-UHFFFAOYSA-N	19910	CHEMBL1454910
SCHEMBL159416	LOLQOGZQULMGDU-UHFFFAOYSA-N	6451339	
SCHEMBL160154	JAOSYYPULNBONK-UHFFFAOYSA-N	12677274	CHEMBL4540476
SCHEMBL161168	DXDRHHKMWQZJHT-FPYGCLRLSA-N	638278	CHEMBL129795
SCHEMBL163203	FRGNOZUOTHMJSC-UHFFFAOYSA-N	2775124	
SCHEMBL164080	HTWPXGKLFMPZHG-UHFFFAOYSA-N	9992875	
SCHEMBL164206	LIELBBMDHOZRFL-UHFFFAOYSA-N	15880178	
SCHEMBL164600	YGLDQFWPUCURIP-UHFFFAOYSA-N	19769442	
SCHEMBL165666	QEEBRPGZBVVINN-BMPKRDENSA-N	9547215	CHEMBL399680
SCHEMBL175612	HCITUYXHCZGFEO-UHFFFAOYSA-N	18785205	
SCHEMBL177268	INBGSXNNRGWLJU-JOVRKVRASA-N	23624099	
SCHEMBL181468	HGQXJRBHVWTQGD-UHFFFAOYSA-N	57112289	
SCHEMBL185768	HYHMLYSLQUKXKP-UHFFFAOYSA-N	10472693	CHEMBL3545313
SCHEMBL186969	XYXHBPIVMQOAHJ-UHFFFAOYSA-N	66617205	
SCHEMBL189733	AXKZIDYFAMKWSA-UHFFFAOYSA-N	13064	
SCHEMBL194556	NQXNYVAALXGLQT-UHFFFAOYSA-N	3764404	CHEMBL336021
SCHEMBL194770	GOWRRBABHQUJMX-MRVPVSSYSA-N	198695	CHEMBL2106179
SCHEMBL195051	AUZRCMMVHXRSGT-UHFFFAOYSA-N	86658026	
SCHEMBL195583	VCZSWYIFCKGTJI-JLHYYAGUSA-N	6438340	CHEMBL2110660
SCHEMBL195715	PDHFSBXFZGYBIP-UHFFFAOYSA-N	78904	
SCHEMBL197452	BSDNZCQPDVTDET-HWKANZROSA-N	5318169	CHEMBL52569
SCHEMBL197747	IDBIFFKSXLYUOT-UHFFFAOYSA-N	4461	CHEMBL307767
SCHEMBL200705	IOWMKBFJCNLRTC-GHMQSXNDSA-N	12302757	
SCHEMBL210008	YSUCWSWKRIOILX-UHFFFAOYSA-N	13266	CHEMBL1528839
SCHEMBL210145	FILFTPIMZUTFOP-UHFFFAOYSA-N	87078442	
SCHEMBL219126	GZTBXQNGGWQKQV-HQEMIIEJSA-N	56625309	
SCHEMBL220202	ZIIQCSMRQKCOCT-RXMQYKEDSA-N	157991	CHEMBL347940
SCHEMBL221400	CYSPWCARDHRYJX-UHFFFAOYSA-N	22817	
SCHEMBL236725	XQQZRZQVBFHBHL-UHFFFAOYSA-N	9269	CHEMBL4566196
SCHEMBL241788	XPLSDXJBKRIVFZ-UHFFFAOYSA-L	13682633	
SCHEMBL242970	CASDNPHWJOQUQX-UHFFFAOYSA-N	70628	
SCHEMBL243596	YAHRDLICUYEDAU-UHFFFAOYSA-N	7753	
SCHEMBL247730	YJHGQQMUSFJRDE-UHFFFAOYSA-N	1236680	
SCHEMBL247921	HNFKZVRCJCTKAJ-UHFFFAOYSA-N	87083798	
SCHEMBL248270	ZKWQQXZUCOBISE-CRTGXIDZSA-N	6444397	
SCHEMBL257153	LJLMLLBNMUPMQH-UHFFFAOYSA-N	66635609	
SCHEMBL294587	KSPIHGBHKVISFI-UHFFFAOYSA-N	8789	
SCHEMBL296380	GGTYBZJRPHEQDG-WCCKRBBISA-N	76654	CHEMBL3184113
SCHEMBL297352	BMVPGSDZBWHZAT-UHFFFAOYSA-N	12820016	
SCHEMBL300423	MEUWFQDJGDBMRB-UHFFFAOYSA-N	22062862	
SCHEMBL314246	LPTITAGPBXDDGR-WHWZVRATSA-N	11811209	
SCHEMBL314687	UQVVDGKMSUMXBI-UJJXFSCMSA-N	nan	
SCHEMBL315271	DSVGICPKBRQDDX-UHFFFAOYSA-N	69409	
SCHEMBL329129	KCUGPPHNMASOTE-UHFFFAOYSA-N	3825986	
SCHEMBL336559	HJXNSXJMKYMFTI-UHFFFAOYSA-N	19357657	
SCHEMBL340713	LJRGBERXYNQPJI-UHFFFAOYSA-M	31389	CHEMBL3188704
SCHEMBL340762	PPZYHOQWRAUWAY-UHFFFAOYSA-N	79427	
SCHEMBL344458	YMPHBCVBRGNYMB-UHFFFAOYSA-N	22476728	
SCHEMBL351072	XBZRRUJBGPGBFR-UHFFFAOYSA-N	20057190	
SCHEMBL413275	LHLUGPDMMXIZIQ-UHFFFAOYSA-N	66679085	
SCHEMBL437865	FFODZTFGFDDGQQ-VKZYDJRRSA-N	22171915	
SCHEMBL438022	RKSNLJBWLIWZID-UHFFFAOYSA-L	9931030	
SCHEMBL497486	LPLLVINFLBSFRP-UHFFFAOYSA-N	1576	CHEMBL4070364
SCHEMBL502570	NLMOQNHZOQGLSZ-UHFFFAOYSA-N	109641	
SCHEMBL515383	VBHHKZOHKRXFEE-UHFFFAOYSA-N	12216903	
SCHEMBL523816	LQBVNQSMGBZMKD-UHFFFAOYSA-N	49846579	CHEMBL3137309
SCHEMBL526509	ARXWAVXZIMFYNC-KRWDZBQOSA-N	11316128	
SCHEMBL554527	ZVOLCUVKHLEPEV-UHFFFAOYSA-N	5281680	CHEMBL413552
SCHEMBL563883	HSZLKTCKAYXVBX-HHTHJJQKSA-N	5284621	
SCHEMBL564074	IKHFJPZQZVMLRH-RNFRBKRXSA-N	11118411	CHEMBL78628
SCHEMBL610237	KKTZALUTXUZPSN-UHFFFAOYSA-N	9860529	CHEMBL104468
SCHEMBL619959	KAEGSAWWVYMWIQ-UHFFFAOYSA-N	10395011	
SCHEMBL645551	GZPPANJXLZUWHT-UHFFFAOYSA-N	12629727	
SCHEMBL662652	MFSHNFBQNVGXJX-UHFFFAOYSA-N	85076	CHEMBL2048387
SCHEMBL669546	CINYXYWQPZSTOT-UHFFFAOYSA-N	51358305	
SCHEMBL873931	XVULBTBTFGYVRC-HHUCQEJWSA-N	163263	CHEMBL294740
SCHEMBL873938	ASETYIALRXDVDF-UHFFFAOYSA-N	229888	
SCHEMBL888104	PUDVCCNQMBHJHA-UHFFFAOYSA-N	87172389	
SCHEMBL897833	IBDVBNUJEGRVQN-NQLNTKRDSA-N	5283266	
SCHEMBL997815	AJNMMPFARPYWIP-UHFFFAOYSA-N	781179	
